id1,title,authors,venue,year
journals/sigmod/Kemper02,"[25628, 4, 23465, 8727, 10, 568, 1681888, 11946, 17, 1059, 816]","[80, 64760]","[196862, 4117]",2002
conf/vldb/HvasshovdTBH95,"[23, 0, 13994, 5496, 10, 652, 5821, 1, 652, 95101, 1, 4, 16822, 5601]","[1106, 0, 1, 34948, 0, 1, 1106, 1593112, 1, 2519, 0]",[210239],1995
journals/sigmod/Kim02,"[45582, 15333, 4, 18037, 7001, 12, 18939, 518, 5758, 442, 18, 209593]","[2054, 4077]","[196862, 4117]",2002
conf/vldb/LuSL95,"[0, 10, 80, 416483, 11946, 5, 1568, 11852]","[2054, 22627, 1, 1801, 1946572, 1, 2054, 17032]",[210239],1995
journals/sigmod/ErdurD02,"[80, 174977, 1140, 13432, 12, 1266, 15477, 2191497, 10, 568, 169163, 16829]","[1801, 0, 1, 2464, 0]","[196862, 4117]",2002
conf/vldb/GallersdorferN95,"[18520, 3293, 8, 217462, 25628, 157, 47389, 634413]","[1801, 0, 1, 1317, 28889]",[210239],1995
journals/sigmod/CiliaB02,"[568, 4769, 53181, 669, 12, 70342, 4554]","[1317, 304962, 1, 80, 380195]","[196862, 4117]",2002
journals/sigmod/HummerLW02,"[25632, 8, 3, 2902, 6, 87574]","[1418, 0, 1, 1418, 145971, 1, 2054, 319716]","[196862, 4117]",2002
conf/vldb/LometT95,"[110135, 6084, 150, 1140, 47737]","[1276, 1825719, 1, 1317, 50636]",[210239],1995
conf/vldb/Wang95,"[37369, 15573, 171412, 10, 40053, 4, 14552]","[4427, 11236]",[210239],1995
journals/sigmod/Winslett02a,"[759, 53146, 21380, 1482]","[1317, 482869]",[853140],2002
conf/vldb/SumiyaYTSI95,"[80, 1204, 18037, 5496, 12, 5560, 78659]","[2537, 1150167, 1, 2537, 1190986, 1, 2054, 47937, 1, 1631, 199632, 1, 4427, 173460]",[210239],1995
journals/sigmod/Camps02,"[384, 287047, 11358, 5, 62000, 10013, 10, 80, 2123, 5941, 4474, 47458]","[1801, 19864]","[196862, 4117]",2002
conf/vldb/DidriksenGD95,"[5496, 1730388, 17, 80, 12598, 11946]","[1778, 1483429, 1, 745, 0, 1, 1370, 152134]",[210239],1995
journals/sigmod/HalkidiBV02,"[20700, 69786, 8930, 10, 872, 13]","[1317, 0, 1, 4427, 0, 1, 1317, 0]","[196862, 4117]",2002
journals/sigmod/PourabbasR02,"[80, 35166, 15573, 3667, 12, 132591, 14556, 25628, 246, 131370, 4, 74350, 23444]","[1370, 0, 1, 1317, 770021]","[196862, 4117]",2002
conf/vldb/HoelS95,"[61889, 34436, 1937, 6670, 20, 34436, 13099]","[1370, 313901, 1, 2054, 151554]",[210239],1995
journals/sigmod/SlivinskasJS02,"[18477, 2296, 5, 15573, 11851]","[2366, 0, 1, 745, 17804, 1, 1801, 102013]","[196862, 4117]",2002
conf/vldb/BrownS95,"[0, 10, 80, 1140, 149, 3, 1102, 6, 2139, 1401, 1568]","[2519, 1416, 1, 1317, 338883]",[210239],1995
journals/sigmod/Liu02a,"[4361, 21, 3784]","[1580, 17032]","[196862, 4117]",2002
conf/vldb/LeslieJBY95,"[18383, 572, 6, 278597, 1539686]","[2054, 11212, 1, 1801, 35882, 1, 1276, 169051, 1, 2054, 0]",[210239],1995
journals/sigmod/CruzKLSWY02,"[1113, 7063, 8, 5496, 1102, 4, 874, 42513, 26, 3, 357, 6, 2685, 26, 1464]","[13, 9077, 1, 80, 489542, 1, 1065, 17032, 1, 80, 1555618, 1, 2464, 72749, 1, 745, 19263]","[196862, 4117]",2002
conf/vldb/OrensteinK95,"[48618, 7, 62000, 5496, 157, 40, 80380, 5496, 9484]","[1866, 180059, 1, 1276, 414806]",[210239],1995
journals/sigmod/LuoI02,"[62278, 1919, 7, 14591, 2132, 1920]",[0],[0],2002
conf/vldb/Lindsay95,"[37369, 4474, 2517, 10, 1444, 1, 8916, 1, 64, 7543]","[1065, 10506]",[210239],1995
journals/sigmod/Wiegand02,"[48886, 100973, 12, 132591, 11659, 5496, 10053, 9216]","[1631, 141364]","[196862, 4117]",2002
conf/vldb/KonopnickiS95,"[0, 10, 80, 15573, 1140, 12, 3, 126499, 709]","[1276, 1377629, 1, 2464, 859101]",[210239],1995
journals/sigmod/OrlandicLS02,"[23, 1073, 6, 7, 42513, 16323, 12, 613060, 1568, 18, 65952, 3583]","[1801, 0, 1, 1866, 1063686, 1, 745, 0]","[196862, 4117]",2002
conf/vldb/WienerN95,"[938536, 14422, 9141, 33728, 10, 23, 0, 11946]","[1866, 55475, 1, 1866, 96808]",[210239],1995
journals/sigmod/Ozsu02,"[4652, 21, 3009]",[0],[0],2002
conf/vldb/Korth95,"[23, 3090, 875, 6, 3, 23465, 77597, 10, 28893, 25457, 4, 53862, 1140, 12521]","[2054, 282430]",[210239],1995
journals/sigmod/Fagin02,"[24674, 34888, 874, 10, 40, 6144]","[1801, 157206]","[196862, 4117]",2002
conf/vldb/ReuterCGSW95,"[25628, 4, 34603, 1102, 10, 191, 11, 22, 199, 611, 38, 15, 5354, 14]","[80, 98458, 1, 1106, 156301, 1, 1866, 5274, 1, 1065, 216023, 1, 2366, 800990]",[210239],1995
conf/vldb/GoyalHSS95,"[3305, 109819, 1912, 8, 9387, 16822, 5496, 1854]","[1065, 123323, 1, 1866, 0, 1, 1106, 276089, 1, 2393, 83130]",[210239],1995
journals/sigmod/LaenderRST02,"[80, 10293, 5812, 6, 709, 1568, 34881, 2769]","[80, 911652, 1, 1065, 0, 1, 80, 15738, 1, 1866, 52752]","[196862, 4117]",2002
conf/vldb/BestavrosB95,"[0, 86477, 109819, 1912]","[80, 1439005, 1, 1106, 0]",[210239],1995
journals/sigmod/Goethals02,"[1568, 52494, 4, 518, 7833, 12, 32971, 17, 1059, 816]","[1886, 298790]","[196862, 4117]",2002
journals/sigmod/BerzalM02,"[1568, 11852, 10, 15349, 4, 11013, 17, 1059, 816]","[1886, 220254, 1, 1631, 280922]","[196862, 4117]",2002
conf/vldb/WuYCT95,"[80, 3293, 3135, 6, 1440829, 12326, 1102, 12, 45897, 0, 8, 7, 205439, 5496, 1140]","[2537, 17663, 1, 2519, 19263, 1, 1866, 29989, 1, 1866, 86328]",[210239],1995
conf/vldb/MogiK95,"[1467, 5843, 69104, 12, 12326, 55655, 20, 10069, 131951]","[2537, 328939, 1, 1317, 2055330]",[210239],1995
journals/sigmod/Aberer02a,"[1059, 816, 13957]","[2537, 1004801]","[196862, 4117]",2002
journals/sigmod/Snodgrass02a,"[602094, 59010, 4, 93441]","[1801, 102013]","[196862, 4117]",2002
conf/vldb/JonscherD94,"[568, 11946, 12, 2341, 9296, 5496, 120151]","[1276, 0, 1, 2537, 273374]",[210239],1994
journals/sigmod/YaoG02,"[23, 25209, 11946, 5, 645050, 15573, 8727, 8, 12310, 7689]","[4427, 38045, 1, 1866, 249346]","[196862, 4117]",2002
conf/vldb/JagadishLRSS94,"[131649, 10, 80, 652, 3293, 2226, 4590, 3583, 1840]","[2054, 292514, 1, 1276, 1033193, 1, 1801, 279206, 1, 80, 720547, 1, 1106, 171827]",[210239],1994
journals/sigmod/Kuijpers02,"[5524, 5, 90004, 25628, 17, 1059, 816]",[0],[0],2002
conf/vldb/Galindo-LegariaPK94,"[3733, 1, 58028, 0, 9426, 17, 641, 1111, 67419, 38]","[745, 0, 1, 80, 0, 1, 1317, 162003]",[210239],1994
journals/sigmod/Weikum02,"[22353, 6, 17516, 2319, 3667, 8727, 17, 1059, 816]",[0],[0],2002
conf/vldb/WienerN94,"[14422, 9141, 102, 40, 938536, 10, 80, 3293, 3135]","[1866, 55475, 1, 1866, 96808]",[210239],1994
conf/vldb/NgH94,"[18383, 4, 8935, 69104, 8930, 12, 34436, 1568, 11852]","[1801, 38106, 1, 1866, 18608]",[210239],1994
journals/sigmod/Neven02,"[114743, 6826, 12, 6913, 13832]","[1886, 215158]","[196862, 4117]",2002
journals/sigmod/WinslettCDHZZ02,"[5496, 1113, 26, 3, 357, 6, 2685, 26, 74495]","[1317, 482869, 1, 2537, 17951, 1, 80, 72511, 1, 1866, 18608, 1, 745, 189255, 1, 4427, 35137]","[196862, 4117]",2002
conf/vldb/BrownCC94,"[3733, 72966, 55286, 12, 112842, 874, 42513]","[1370, 1416, 1, 1866, 91288, 1, 1418, 31388]",[210239],1994
journals/sigmod/Ozsu02a,"[4652, 21, 3009]",[0],[0],2002
conf/vldb/FuC94,"[80, 23465, 40685, 14806, 12, 7, 217462, 5496, 20, 24433, 59354]","[80, 18442, 1, 1276, 52052]",[210239],1994
journals/sigmod/Hammer02a,"[19748, 21, 3009]",[0],[0],2002
conf/vldb/OuzzaniAB94,"[80, 222964, 11946, 12, 1054, 2964, 1003970]","[1317, 0, 1, 1317, 0, 1, 1631, 0]",[210239],1994
conf/vldb/FrohnLU94,"[2743, 5, 16191, 25, 9874, 30850, 4, 5077]","[1866, 1193458, 1, 2366, 799148, 1, 2054, 520750]",[210239],1994
journals/sigmod/SofferMC02,"[1076, 18, 3, 1597, 572, 5950, 26, 28189, 1195]",[0],[0],2002
conf/vldb/Guting94,"[0, 10, 15333, 4, 132591, 44077, 8, 25628]","[1801, 0]",[210239],1994
journals/sigmod/LeveneP02,"[1076, 18, 3, 709, 13529, 5950, 26, 28189, 1195]",[0],[0],2002
journals/sigmod/CrestaniG02,"[1076, 18, 3, 5174, 1508, 60794, 18, 874, 42513, 1113]",[0],[0],2002
conf/vldb/GutierrezPST94,"[5496, 24669, 1614, 10, 80, 12598, 1901, 5, 11460, 47958, 44077]","[80, 150019, 1, 2519, 0, 1, 2054, 68153, 1, 1866, 1460843]",[210239],1994
conf/vldb/KemperK94,"[0, 10195, 8, 10053, 35707]","[80, 64760, 1, 1276, 795467]",[210239],1994
journals/sigmod/MeltonMJKS02,"[5441, 66, 49837, 17, 80, 5626, 1076]","[1866, 42350, 1, 1866, 119852, 1, 2393, 2085562, 1, 2537, 109116, 1, 2519, 43200]","[196862, 4117]",2002
journals/sigmod/Winslett02b,"[26350, 695409, 21380, 1482]","[1317, 482869]",[0],2002
conf/vldb/JohnsonS94,"[84982, 10, 80, 2587, 34373, 652, 3293, 31776, 1102, 5297, 35802]","[1778, 1874, 1, 1276, 302512]",[210239],1994
conf/vldb/BarjaPFWD94,"[568, 8935, 233715, 80380, 5496, 3145, 3667, 11353]","[1317, 1525159, 1, 1631, 84372, 1, 80, 56880, 1, 1317, 2440, 1, 80, 412707]",[210239],1994
journals/sigmod/LightstoneLZ02,"[23213, 115830, 9721, 20, 37369, 5081, 5496]","[1106, 416115, 1, 2366, 136407, 1, 1276, 1836987]","[196862, 4117]",2002
journals/sigmod/RossAJS02,"[111258, 18, 59177, 7414]",[0],[0],2002
conf/vldb/BaralisW94,"[568, 82812, 11946, 5, 6836, 3777, 8, 7029, 5496, 1854]","[1370, 0, 1, 1866, 431823]",[210239],1994
journals/sigmod/FrankNS02,"[1076, 18, 3, 33069, 709, 5950, 26, 28189, 1195]",[0],[0],2002
conf/vldb/AgrawalS94,"[3733, 35459, 12, 11852, 1300, 5077, 8, 2781, 25628]","[1801, 101550, 1, 1801, 443922]",[210239],1994
journals/sigmod/Badia02,"[130733, 10, 80, 1823, 18775, 12, 6637, 1102, 4, 4536, 6102, 17, 1059, 816]",[0],[0],2002
conf/vldb/HaberIL95,"[1550535, 10, 1351393, 34239, 1102, 157, 39841, 35310]","[1370, 93671, 1, 4427, 307860, 1, 1317, 1027212]",[210239],1995
journals/sigmod/GobleR02a,"[23, 13215, 10, 568, 3446, 6, 3, 33069, 709]","[745, 131012, 1, 1276, 484164]","[196862, 4117]",2002
conf/vldb/AgrawalPWZ95,"[132591, 30461, 6, 36681]","[1801, 101550, 1, 2366, 906616, 1, 1370, 567167, 1, 1317, 0]",[210239],1995
journals/sigmod/Winslett02c,"[4890, 20, 759, 65257]",[0],[0],2002
conf/vldb/EvangelidisLS95,"[23, 0, 10, 80, 10616, 0, 14760, 109819, 1, 6084, 4, 24433, 19932]","[2366, 1366470, 1, 1276, 1825719, 1, 1065, 216023]",[210239],1995
journals/sigmod/Wu02,"[2045, 13123, 10, 3, 13529, 6, 7689, 236, 2296, 4, 73775, 17, 1059, 816]",[0],[0],2002
conf/vldb/KalusD95,"[13501, 7441, 17, 24026, 1853, 6, 37392, 62000, 23468]","[745, 378872, 1, 2519, 1602694]",[210239],1995
conf/vldb/Sarawagi95,"[15573, 8727, 8, 65952, 4590, 25628]","[1106, 0]",[210239],1995
journals/sigmod/FininJ02,"[6645, 1, 1976749, 1, 4, 874, 2743, 18, 3, 33069, 709]","[1778, 530511, 1, 80, 53221]","[196862, 4117]",2002
journals/sigmod/SureSS02,"[32178, 12, 1445, 4, 6287, 6, 57417, 4114, 6637, 1102, 4554]","[4427, 4822, 1, 1106, 241905, 1, 1801, 136129]","[196862, 4117]",2002
conf/vldb/Brin95,"[4921, 32486, 572, 8, 2781, 27854, 18151]","[1106, 72825]",[210239],1995
conf/vldb/RamakrishnanGRSWZ95,"[8153, 19538, 10, 62625, 33, 30659, 38, 15, 5354, 14]","[1801, 173718, 1, 2054, 695409, 1, 2366, 442280, 1, 80, 720547, 1, 2366, 539706, 1, 1866, 274106]",[210239],1995
journals/sigmod/ButtlerCCFHLPRX02,"[132591, 6835, 48988, 1568, 10349, 10, 910, 33069, 709, 1113, 1704, 38]","[1276, 296622, 1, 1317, 11957, 1, 1778, 273881, 1, 1801, 0, 1, 1418, 18608, 1, 1580, 17032, 1, 745, 57135, 1, 1276, 32800, 1, 1580, 108980]","[196862, 4117]",2002
journals/sigmod/AnyanwuS02,"[23, 3524, 16442, 10, 32686, 4, 16485, 20013, 18, 3, 33069, 709]","[2537, 601507, 1, 80, 151230]","[196862, 4117]",2002
conf/vldb/SistlaYLL95,"[90735, 442, 42513, 6, 2643, 2156, 65800, 18, 34436, 13976]","[80, 1555618, 1, 745, 19263, 1, 745, 17032, 1, 2537, 17032]",[210239],1995
journals/sigmod/HalkidiBV02a,"[69104, 69786, 19734, 8930, 10, 872, 1186]","[1317, 0, 1, 4427, 0, 1, 1317, 0]","[196862, 4117]",2002
conf/vldb/Meier95,"[13975, 5496, 19988, 2769, 17, 80, 852628, 21, 11946]","[80, 41573]",[210239],1995
journals/sigmod/Liu02b,"[4361, 21, 3784]","[1580, 17032]","[196862, 4117]",2002
conf/vldb/SeligmanBNSW95,"[41656, 12, 48618, 96663, 1568, 10, 423, 198, 1537, 2589, 38, 15, 5354, 14]","[1580, 95172, 1, 1631, 32597, 1, 1370, 786449, 1, 1317, 338883, 1, 2366, 539706]",[210239],1995
conf/vldb/Vaskevitch95,"[1560, 2781, 25628, 10, 256, 2781, 1, 256, 7672, 38]","[1276, 0]",[210239],1995
journals/sigmod/Aberer02b,"[1059, 816, 13957]","[2537, 1004801]","[196862, 4117]",2002
journals/sigmod/HuangKL02,"[80, 3135, 18, 3, 1102, 6, 33069, 23465, 12, 18383, 1568, 42513]","[1106, 27582, 1, 13, 55594, 1, 745, 10732]","[196862, 4117]",2002
conf/vldb/SimonD95,"[32354, 4, 66476, 6, 4769, 5496, 1854]","[1370, 4525, 1, 80, 273374]",[210239],1995
conf/vldb/CatozziR95,"[3520, 1853, 12, 0, 10, 18512, 41808, 12, 3, 93895, 1568, 4659]","[1866, 0, 1, 1106, 1549722]",[210239],1995
journals/sigmod/RossAA02,"[111258, 18, 59177, 7414]",[0],[0],2002
journals/sigmod/Grohe02,"[286536, 43194, 12, 3, 5496, 200235]","[1317, 89966]","[196862, 4117]",2002
conf/vldb/Fecteau95,"[8736, 7, 37369, 17832, 2085, 5496]","[2366, 487950]",[210239],1995
journals/sigmod/RoantreeS02,"[1113, 8, 874, 97935, 26, 7779, 347, 357]","[1317, 1505845, 1, 80, 182638]","[196862, 4117]",2002
conf/vldb/Hallmark95,"[23, 6029, 12395]","[2366, 30834]",[210239],1995
conf/vldb/Spintzik95,"[0, 36019, 10, 80, 100304, 60463, 85194, 12, 1496, 17832, 29385]","[2054, 0]",[210239],1995
journals/sigmod/BoucelmaCGJLL02,"[1076, 18, 3, 0, 5354, 18, 8153, 1568, 11353]",[0],[0],2002
conf/vldb/AmielBDS94,"[14760, 46742, 5, 34239, 52457, 5, 27924, 34239, 8608, 8, 807776]","[1370, 177422, 1, 1317, 0, 1, 1370, 141541, 1, 1370, 4525]",[210239],1994
journals/sigmod/HanBP01,"[46245, 709, 1568, 102, 6913]","[1418, 18608, 1, 1276, 296622, 1, 745, 57135]","[196862, 4117]",2001
journals/sigmod/Suciu01,"[261, 5496, 6826, 4, 6913]","[1276, 423832]","[196862, 4117]",2001
conf/vldb/ColletCS94,"[831769, 17, 18383, 4, 22245, 60842, 34902, 8, 40, 80380, 5496, 1140]","[745, 109754, 1, 1778, 0, 1, 1778, 816550]",[210239],1994
journals/sigmod/Fankhauser01,"[100973, 18568, 58217, 10, 432, 4, 14797]","[2519, 367650]","[196862, 4117]",2001
conf/vldb/BrownMCL94,"[18896, 18891, 3293, 22478, 12, 9184, 280458]","[2537, 1416, 1, 1317, 47844, 1, 1317, 12498, 1, 1317, 1027212]",[210239],1994
journals/sigmod/SchmidtWKFCMB01,"[641, 129, 256, 194, 33475, 6913, 25628]","[80, 16433, 1, 1886, 340607, 1, 1317, 162003, 1, 1276, 619642, 1, 1317, 12498, 1, 13, 1167874, 1, 1801, 143828]","[196862, 4117]",2001
conf/vldb/LevyMS94,"[15573, 11851, 25, 167896, 0]","[80, 19286, 1, 13, 0, 1, 4427, 653529]",[210239],1994
journals/sigmod/Lomet01,"[23, 8608, 6, 8935, 378973, 10, 736, 6101, 4, 11013, 10, 80, 2469, 3289]","[1276, 1825719]","[196862, 4117]",2001
conf/vldb/HasanM94,"[11851, 35459, 12, 96721, 3, 0, 398923, 8, 379193, 171412]","[1418, 38519, 1, 1801, 269041]",[210239],1994
journals/sigmod/TanakaV01,"[23, 0, 1475, 10, 5496, 4, 709, 5498, 12, 4066, 874, 1854]","[80, 47937, 1, 2519, 1884350]","[196862, 4117]",2001
conf/vldb/MohaniaS94,"[606, 5817, 8, 1073, 6, 20489, 233715, 25628]","[1317, 0, 1, 1631, 292387]",[210239],1994
conf/vldb/LiC94,"[33069, 11353, 8, 96663, 25628, 2156, 36540, 7689]","[1418, 10732, 1, 745, 19803]",[210239],1994
journals/sigmod/ChienTZ01,"[6913, 7252, 161058]","[1106, 75230, 1, 2393, 0, 1, 745, 1822660]","[196862, 4117]",2001
conf/vldb/IdrisGC94,"[13975, 10069, 1347, 1912, 8, 7, 54458, 5496]","[1631, 72659, 1, 1418, 5274, 1, 1801, 0]",[210239],1994
journals/sigmod/LudascherMM01,"[18847, 6, 1331, 1568, 20, 907647, 1, 0, 195793, 3883]","[1065, 0, 1, 1801, 84189, 1, 1801, 4637]","[196862, 4117]",2001
journals/sigmod/ConstantopoulosCP01,"[33069, 709, 5950, 10, 6402, 1, 68176, 4, 1102]",[0],[0],2001
conf/vldb/FerrandinaMZ94,"[26508, 22265, 5496, 7469, 12, 40, 10053, 5496, 1140]","[1886, 0, 1, 1778, 12022, 1, 1801, 1116646]",[210239],1994
conf/vldb/TeisseirePC94,"[18896, 495276, 34537, 12, 5496, 1073]","[1317, 1393502, 1, 2519, 473224, 1, 1801, 471548]",[210239],1994
journals/sigmod/RossHKRRSS01,"[111258, 18, 59177, 7414]",[0],[0],2001
journals/sigmod/Winslett01,"[9724, 2574, 89032, 21380, 1482, 18, 3, 4032, 6, 7607, 1303, 1, 30463, 1, 5496, 6826, 1, 4, 275]",[0],[0],2001
conf/vldb/SetzerZ94,"[131, 109819, 1912, 35459, 12, 48618, 4, 349412, 1539686]","[2393, 107426, 1, 80, 689690]",[210239],1994
conf/vldb/GehaniJR94,"[0, 10, 80, 1770, 1140, 9484, 5, 40, 80380, 5496]","[1631, 1432412, 1, 2054, 292514, 1, 1418, 439226]",[210239],1994
journals/sigmod/Bernstein01,"[1076, 18, 3, 1322, 196862, 4, 146898, 3024]",[0],[0],2001
journals/sigmod/BunemanFSW01,"[61447, 12, 635717, 1568, 4, 6913]","[2519, 1263003, 1, 1418, 4545, 1, 1866, 1014179, 1, 1106, 38587]","[196862, 4117]",2001
conf/vldb/KilgerM94,"[55286, 6835, 7856]","[745, 582211, 1, 2366, 0]",[210239],1994
journals/sigmod/Liu01,"[4361, 21, 3784]",[0],[0],2001
conf/vldb/SreenathS94,"[23, 0, 10, 568, 18383, 3305, 12321, 12, 10053, 40241, 25628]","[1065, 765392, 1, 1106, 276089]",[210239],1994
conf/vldb/HoelS94,"[3293, 6, 1314278, 34436, 6670]","[1370, 313901, 1, 2054, 151554]",[210239],1994
journals/sigmod/EisenbergM01,"[5441, 66, 6913, 4, 3, 0, 42204, 905, 6, 4336]","[80, 57132, 1, 1866, 42350]","[196862, 4117]",2001
journals/sigmod/BiancheriPP01,"[0, 38, 37, 38, 10, 66265, 709, 4, 42307, 353, 246, 6913, 1444]","[745, 1858889, 1, 1866, 1444626, 1, 2366, 0]","[196862, 4117]",2001
conf/vldb/BrinkhoffK94,"[23, 7393, 6, 2155, 69104, 18, 34436, 5496, 1854]","[1778, 1692373, 1, 2054, 304629]",[210239],1994
journals/sigmod/ShahMFH01,"[4363, 1853, 12, 605063, 1854, 10, 23360, 2341, 3, 14707, 353163, 1140]","[1317, 17374, 1, 1106, 19243, 1, 1317, 5578, 1, 1866, 317982]","[196862, 4117]",2001
conf/vldb/MuntzR94,"[80, 0, 11946, 5, 1568, 15333, 4, 409563]","[80, 226714, 1, 745, 0]",[210239],1994
journals/sigmod/MeltonE01,"[5441, 10680, 4, 3446, 10176, 15, 5441, 66, 12711, 14]","[1866, 42350, 1, 80, 57132]","[196862, 4117]",2001
conf/vldb/SteenhagenABB94,"[384, 0, 5, 1937, 20148, 8, 938536]","[2054, 0, 1, 2519, 947864, 1, 2054, 653889, 1, 1801, 216]",[210239],1994
journals/sigmod/GunopulosK01,"[469442, 2229, 512, 9888, 18, 131, 45962, 8, 1568, 11852]","[1276, 0, 1, 1631, 1850302]","[196862, 4117]",2001
conf/vldb/ChakravarthyKAK94,"[19385, 2343, 12, 4769, 25628, 10, 58217, 1, 91700, 4, 16746]","[1106, 363147, 1, 2393, 1954473, 1, 1370, 40374, 1, 1106, 4077]",[210239],1994
journals/sigmod/LenzeriniNNS01,"[1076, 18, 3, 3691, 682, 5950, 18, 6637, 30027, 15962, 25628, 15, 1814593, 14]",[0],[0],2001
conf/vldb/OzdenBRS94,"[80, 94812, 3583, 2517, 12, 1859, 18, 10237, 25628]","[1065, 1673917, 1, 80, 0, 1, 1801, 279206, 1, 80, 720547]",[210239],1994
journals/sigmod/Liu01a,"[4361, 21, 3784]","[1580, 17032]","[196862, 4117]",2001
conf/vldb/Chiueh94,"[325087, 2099, 55286]","[1778, 1746389]",[210239],1994
conf/vldb/DeWittKLPY94,"[294900, 8281]","[1276, 53146, 1, 1631, 393487, 1, 1866, 60797, 1, 1866, 25526, 1, 1866, 19263]",[210239],1994
journals/sigmod/ShethMKA01,"[1113, 8, 1034954, 23268, 4, 33069, 874, 264565, 26, 3, 0, 7168]","[80, 151230, 1, 1866, 3629, 1, 2537, 0, 1, 13, 0]","[196862, 4117]",2001
journals/sigmod/Cetintemel01,"[261, 3, 7208, 4890, 7712, 10, 568, 152857, 4625]","[2897, 0]","[196862, 4117]",2001
conf/vldb/SripadaW94,"[45728, 7469]","[1106, 867530, 1, 1065, 963113]",[210239],1994
conf/vldb/ShatdalKN94,"[19519, 41328, 35459, 12, 62000, 15573, 8727]","[80, 0, 1, 745, 37510, 1, 1866, 96808]",[210239],1994
journals/sigmod/Labrinidis01,"[5524, 5, 3, 5778, 1442, 13957]","[80, 0]","[196862, 4117]",2001
conf/vldb/LevySSZ94,"[14797, 12, 2155, 874, 1854]","[80, 19286, 1, 80, 720547, 1, 1276, 101018, 1, 1317, 0]",[210239],1994
journals/sigmod/BabuW01,"[20943, 20148, 111, 1568, 34483]","[1106, 66149, 1, 1866, 431823]","[196862, 4117]",2001
journals/sigmod/Huyn01,"[1568, 3777, 4, 11852, 8, 3, 875, 4825]","[1631, 1829353]","[196862, 4117]",2001
