id2,title,authors,venue,year
304232,"[69104, 1941, 12, 452, 9047, 10, 30, 3, 510, 5, 3, 617]","[5017, 0, 1, 3057, 1477, 150565]","[682, 1761, 18, 1102, 6, 1568]",1999
304229,"[687949, 9047]","[24553, 0]","[682, 1761, 18, 1102, 6, 1568]",1999
304230,"[80, 1935, 3377, 18, 11336, 21834, 66, 3784]","[1931, 50109]","[682, 1761, 18, 1102, 6, 1568]",1999
304245,"[1359, 250, 1546, 15, 11139, 36535, 14, 10, 0, 244, 26, 3, 1857]","[463688, 1878210]","[682, 1761, 18, 1102, 6, 1568]",1999
304246,"[44256, 1935, 719, 4, 354, 10, 15, 0, 244, 26, 26, 3, 1857, 14]","[33631, 613300]","[682, 1761, 18, 1102, 6, 1568]",1999
304243,"[28357, 20397, 8, 1359, 21, 5441, 1546, 15115]","[6218, 18094]","[682, 1761, 18, 1102, 6, 1568]",1999
304244,"[548537, 336, 722, 12, 3031, 6525, 3, 0, 1400]","[55010, 377489, 1455]","[682, 1761, 18, 1102, 6, 1568]",1999
304241,"[23594, 181, 2017, 10, 1516, 561, 5, 104290, 336, 30, 23814, 4, 9601]","[10804, 30675]","[682, 1761, 18, 1102, 6, 1568]",1999
304242,"[15406, 4, 3, 0, 1196, 60812]","[4680, 29580]","[682, 1761, 18, 1102, 6, 1568]",1999
304239,"[0, 1765, 2067, 10, 1604761, 1935, 763, 12, 2303, 1411]","[1397, 0, 1, 3334, 146119, 1, 1692, 1878116, 1, 1931, 28710, 1, 1692, 474992]","[682, 1761, 18, 1102, 6, 1568]",1999
304240,"[55286, 0, 336, 8, 6029]","[4603, 6909, 31682, 449709, 1, 65004, 0, 1, 204433, 24146, 1, 4828, 62433]","[682, 1761, 18, 1102, 6, 1568]",1999
304220,"[56194, 439966, 336, 20, 199066]","[190619, 22012, 1, 1626, 29138, 1, 3117, 423832]","[682, 1761, 18, 1102, 6, 1568]",1999
304219,"[18383, 1514260, 19961, 451, 6, 2415, 15503, 9047]","[3057, 1477, 150565]","[682, 1761, 18, 1102, 6, 1568]",1999
304218,"[80, 95, 1104, 12, 19961, 26067, 6, 486, 6619, 336]","[252298, 1931, 106384, 1, 8632, 2605, 7641, 1, 7002, 1692, 19263]","[682, 1761, 18, 1102, 6, 1568]",1999
304217,"[477140, 10, 7, 19961, 20788, 10070, 12, 762, 9047]","[283185, 0, 1, 88382, 279206, 1, 0, 84755]","[682, 1761, 18, 1102, 6, 1568]",1999
304216,"[75235, 3, 9636, 1554, 5147]","[1388748, 8276, 2084244, 1, 126245, 0, 1, 26350, 695409]","[682, 1761, 18, 1102, 6, 1568]",1999
304215,"[475451, 10, 7, 4253, 478, 722, 254, 12, 336, 29906]","[144730, 0, 1, 3762, 1165800]","[682, 1761, 18, 1102, 6, 1568]",1999
304214,"[339318, 27115, 6, 28406, 4, 64993, 88528]","[3175, 61586, 1, 134690, 173718]","[682, 1761, 18, 1102, 6, 1568]",1999
304213,"[0, 6339, 10624]","[31150, 141390, 1, 100653, 276089]","[682, 1761, 18, 1102, 6, 1568]",1999
304228,"[1568, 722, 719, 8, 2439, 11139]","[1842, 86144, 2178641]","[682, 1761, 18, 1102, 6, 1568]",1999
304227,"[326, 63780, 1, 24622, 1, 9719, 1, 4, 567, 10, 11, 84, 51, 5, 7518, 3, 709, 38]","[141352, 4475, 2189063, 1, 126480, 214947, 1, 88382, 279206, 1, 0, 84755]","[682, 1761, 18, 1102, 6, 1568]",1999
304226,"[8380, 1, 13, 41870, 3, 1935, 10, 15130, 1, 10340, 1, 4, 1667]","[100653, 276089]","[682, 1761, 18, 1102, 6, 1568]",1999
304225,"[80, 17714, 4485, 12, 61461, 4253, 709, 724]","[38519, 0, 1, 44420, 102504, 1, 1001, 380129, 1, 4980, 6909, 173718]","[682, 1761, 18, 1102, 6, 1568]",1999
304224,"[6191, 6318, 6, 1196, 1712, 12, 1058, 9047]","[7119, 91288, 1, 6915, 52178, 1, 0, 15258]","[682, 1761, 18, 1102, 6, 1568]",1999
304223,"[0, 6318, 8, 709, 2425]","[2574, 2404, 533810, 1, 13797, 40552, 1, 0, 38106]","[682, 1761, 18, 1102, 6, 1568]",1999
304222,"[15573, 40015, 12, 439966, 336]","[144730, 761274, 1, 263536, 0]","[682, 1761, 18, 1102, 6, 1568]",1999
304221,"[9721, 5093, 6, 52829]","[126245, 0, 1, 13218, 10732, 1, 26350, 695409, 1, 9724, 89032]","[682, 1761, 18, 1102, 6, 1568]",1999
335378,"[652, 1262, 7785, 4967, 83, 246, 7323, 3336, 2357]","[759, 2702, 1825719]","[682, 1761, 18, 1102, 6, 1568]",2000
335379,"[18383, 61095, 6, 16887, 9636, 6139]","[1388748, 8276, 2084244, 1, 9700, 2605, 55475, 1, 26350, 695409, 1, 43042, 686498]","[682, 1761, 18, 1102, 6, 1568]",2000
335381,"[30046, 35073, 8, 2356, 9047]","[490308, 4603, 0, 1, 88382, 279206, 1, 1692, 276089, 1, 1692, 171827]","[682, 1761, 18, 1102, 6, 1568]",2000
335383,"[6149, 28102, 10639, 17723, 8, 268, 19675, 5549]","[252298, 1931, 106384, 1, 7002, 1692, 19263]","[682, 1761, 18, 1102, 6, 1568]",2000
335384,"[27234, 14995, 11126, 10, 40, 3028, 1104, 12, 336, 7518, 4, 38562]","[5344, 2426, 11275, 1, 85618, 701957]","[682, 1761, 18, 1102, 6, 1568]",2000
335388,"[242949, 10, 8286, 1764750, 372, 84962]","[29150, 1842, 503565, 1, 199708, 304629, 1, 10882, 3898, 38106, 1, 96967, 38639]","[682, 1761, 18, 1102, 6, 1568]",2000
335390,"[31565, 1988, 5441, 6467, 246, 4404, 4886, 4155]","[140755, 0, 1, 32801, 37340, 1, 1337, 78196, 1, 41105, 0, 1, 9584, 631817]","[682, 1761, 18, 1102, 6, 1568]",2000
335391,"[178600, 7, 1935, 5, 1453, 27094]","[0, 30896, 1, 26350, 695409]","[682, 1761, 18, 1102, 6, 1568]",2000
335393,"[256, 5, 2985, 7, 1533, 10, 38661, 23925, 478, 2861]","[9533, 11171, 1, 3175, 61586, 1, 4626, 10506, 1, 32801, 37340]","[682, 1761, 18, 1102, 6, 1568]",2000
335395,"[261, 15201, 6339, 4955, 4, 3240, 6913, 5575]","[243935, 0, 1, 14674, 0, 1, 0, 0]","[682, 1761, 18, 1102, 6, 1568]",2000
335405,"[0, 10, 40, 3240, 18035, 12, 6913, 336]","[160608, 0, 1, 3117, 423832]","[682, 1761, 18, 1102, 6, 1568]",2000
335409,"[1456163, 10, 7, 254, 12, 28787, 2239, 538, 56778, 30, 6913, 2425]","[141352, 2189063, 1, 181576, 1261458, 1, 88382, 279206, 1, 1692, 276089, 1, 0, 84755]","[682, 1761, 18, 1102, 6, 1568]",2000
335412,"[34436, 1533, 60735, 246, 390, 2263]","[85618, 701957, 1, 50225, 68681, 1, 340695, 239967, 1, 131545, 239967, 1, 3694]","[682, 1761, 18, 1102, 6, 1568]",2000
335413,"[210583, 10, 7, 0, 1935, 51265, 254, 12, 5450, 336, 1952]","[15761, 0, 1, 3762, 1165800]","[682, 1761, 18, 1102, 6, 1568]",2000
335414,"[48914, 2262, 6467, 8, 15503, 9047]","[5457, 53908, 1, 144730, 1241367, 1, 144730, 1045920, 1, 1001, 0]","[682, 1761, 18, 1102, 6, 1568]",2000
335415,"[18710, 2246, 442, 18, 5443, 6780, 8200, 6467]","[13351, 43492, 1, 1692, 829276]","[682, 1761, 18, 1102, 6, 1568]",2000
331986,"[1347, 6, 3622, 336, 88616, 1941]","[1207604, 607595, 1, 0, 654517]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
331984,"[18520, 1935, 428, 157, 3, 1498, 6, 2909]","[611971, 71131, 1, 71836, 1931, 50332, 1, 35242, 1842, 29556]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
331992,"[23, 294481, 181, 26684, 254]","[50870, 2404, 32531, 1, 26350, 695409]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
331989,"[568, 71420, 1498, 6, 3, 1392, 10556, 8, 17924, 9075]","[127497, 37476, 1, 71836, 1931, 50332, 1, 4286, 14570]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
333609,"[0, 10, 7, 590, 967, 12, 204905, 1935, 883]","[2898, 3108, 1, 51045, 509061, 1, 49398, 160608, 0, 1, 1382, 1692, 17804, 1, 257599, 0, 1, 91093, 0, 1, 144730, 1241367, 1, 53488, 210682, 1, 5280, 1875433, 1, 732530, 1366242, 1, 15878, 75741, 1, 1034813, 1220668, 1, 479705, 0, 1, 1662, 1015379]","[24493, 196862, 4117]",1999
333608,"[2920, 89798, 181, 883, 10, 687, 6, 0, 53376, 5068]","[1692, 17567, 1, 2404, 912458, 1, 8645, 416806, 1, 0, 1108270, 1, 1842, 1505845, 1, 3682, 1011752, 1, 3195, 0]","[24493, 196862, 4117]",1999
333611,"[159470, 174, 10, 7, 808, 5, 188305, 7230]","[169065, 37622, 1, 4218, 0]","[24493, 196862, 4117]",1999
333610,"[4826, 19889, 6, 56377, 1941, 8, 322356, 1935, 883]","[29880, 377423, 1, 393862, 45034]","[24493, 196862, 4117]",1999
333613,"[20489, 6525, 8, 1108]","[90667, 12002, 1, 41131, 300, 1, 15596, 8538]","[24493, 196862, 4117]",1999
333612,"[261, 0, 2239, 4582, 8, 1323, 709]","[7369, 1842, 3898, 106092, 1, 5121, 28884, 75514, 1, 6626, 40250, 1, 5457, 16689]","[24493, 196862, 4117]",1999
333615,"[568, 6574, 4, 10539, 6, 31632, 6339, 883]","[542889, 0, 1, 28502, 2426, 273374]","[24493, 196862, 4117]",1999
333614,"[80, 5450, 3591, 336, 6808, 246, 3, 709, 1, 6913, 4, 5441, 66, 49837]","[1298, 0, 1, 54501, 2605, 356679, 1, 36644, 4475, 36119, 1, 20371, 1477, 7992]","[24493, 196862, 4117]",1999
335372,"[11852, 6306, 3743, 259, 3500, 2539]","[464039, 18608, 1, 65524, 66182, 1, 1013350, 33020]","[682, 1761, 18, 1102, 6, 1568]",2000
333616,"[5496, 590, 26, 3, 357, 6, 3953]","[4106, 316948, 1, 9642, 1416, 1, 31682, 0, 1, 71005, 0, 1, 8374, 13958, 1, 2828, 21367, 1, 0, 0]","[24493, 196862, 4117]",1999
335376,"[950179, 6384, 7518, 6, 452, 9047]","[89940, 216776, 1, 204433, 2426, 0, 1, 1692, 0, 1, 91502, 0, 1, 180492, 182079, 1, 0, 17374]","[682, 1761, 18, 1102, 6, 1568]",2000
335375,"[1568, 7518, 18, 40, 160478, 254, 15, 1512, 14, 12, 196]","[12824, 71754, 1, 85618, 701957, 1, 9982, 2426, 363349, 1, 759, 3195, 99070]","[682, 1761, 18, 1102, 6, 1568]",2000
310065,"[80, 747, 18, 336, 335, 451, 12, 0]","[3172, 86428, 1, 976, 4227]","[24493, 196862, 4117]",1999
310066,"[23, 57650, 1976240, 13579]","[1298, 1505845, 1, 411, 7821, 1, 31953, 912458]","[24493, 196862, 4117]",1999
310063,"[18383, 202324, 4, 126, 6, 174, 8, 336, 29906]","[383480, 189716, 465, 53995, 1, 9534, 6426, 236408]","[24493, 196862, 4117]",1999
310064,"[1073, 4236, 12, 207277, 709, 924]","[37551, 156301, 1, 65135, 0, 1, 37551, 0]","[24493, 196862, 4117]",1999
310075,"[5441, 10, 1824, 1, 7143, 581, 29, 1659405]","[2898, 57132, 1, 2234, 42350]","[24493, 196862, 4117]",1999
310710,"[16417, 12990, 5, 323, 3240, 20788, 30, 9047, 25, 1323, 959]","[502560, 116566, 1, 21230, 2351, 238540, 1, 1813464, 322989, 1, 36452, 15658]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
310067,"[554, 2405, 10, 7, 254, 12, 2775, 4, 4893, 5450, 37630, 269, 4057]","[41030, 151230, 1, 30074, 56934, 1, 450808, 17374]","[24493, 196862, 4117]",1999
310071,"[24721, 5068, 18, 3661, 66, 3632, 7225, 8, 1935, 883]","[1572, 12498, 1, 25759, 95172]","[24493, 196862, 4117]",1999
320249,"[11851, 6, 6467, 20, 56377, 96202]","[692555, 158404, 1, 0, 84755]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
320252,"[17363, 10, 0, 6318, 111, 3, 605]","[11406, 402278, 1, 178390, 0, 1, 4207, 686885]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
310712,"[5496, 428, 12, 12331, 4532]","[1298, 181720, 1, 1337, 801148]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
310715,"[53163, 289312, 18, 1988, 3490]","[88397, 0]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
328959,"[55286, 452, 15821, 5549, 12, 19961, 451, 6467]","[265567, 0, 1, 513528, 0]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
328996,"[18037, 4, 4110, 6, 11078, 8, 16857, 722, 883]","[35729, 398037, 1, 37551, 156301, 1, 37551, 0, 1, 212916, 228598]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
320255,"[6773, 6656, 8, 15503, 9047]","[1489215, 2426, 0, 1, 138068, 151554]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
328943,"[667270, 867609, 6467, 8, 3, 965792, 538, 883]","[501768, 0]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1999
306141,"[23, 51265, 67969]","[759, 35497]","[24493, 196862, 4117]",1998
306137,"[23, 210473, 687, 18, 1935, 590]","[5283, 25505, 1, 1001, 51858, 1, 37551, 156301, 1, 759, 53146, 1, 1572, 5578, 1, 26350, 695409, 1, 2234, 5274, 1, 5296, 18135, 1, 1789, 317982, 1, 2833, 6909, 292514, 1, 1001, 680388, 1, 2956, 65257, 1, 3189, 96808, 1, 41105, 0, 1, 1572, 338883, 1, 3189, 89032]","[24493, 196862, 4117]",1998
306133,"[4536, 486, 10, 3, 32776, 12, 3074, 7292, 4, 524, 5, 5251, 8, 3, 181, 13073]","[1001, 316059, 1, 13974, 0, 1, 0, 47590, 1, 1662, 1931, 0]","[24493, 196862, 4117]",1998
306129,"[568, 7973, 2439, 11139, 4377, 20, 40, 54347, 3147, 4, 110856, 3098]","[106063, 0, 1, 70931, 0]","[24493, 196862, 4117]",1998
309870,"[33069, 4, 170937, 32255, 8902, 8, 3, 832612, 3121, 14393]","[2351, 30042, 1, 3195, 1418310, 1, 4603, 0, 1, 2351, 47822, 1, 4603, 0, 1, 2351, 2013293, 1, 4603, 900810, 1, 1842, 810934, 30042, 1, 3195, 0]","[24493, 196862, 4117]",1999
309852,"[33069, 5575, 6, 2819, 1712, 12, 900, 5, 1488, 181, 883, 4, 17473]","[2574, 2043, 40767]","[24493, 196862, 4117]",1999
309849,"[33069, 32255, 8, 1488, 181, 883]","[1477, 1842, 0, 1, 1477, 151230]","[24493, 196862, 4117]",1999
306144,"[358056, 872, 224, 1, 118, 581, 29, 5441, 66, 63150, 15, 0, 57982, 14]","[2898, 57132, 1, 2234, 42350]","[24493, 196862, 4117]",1998
309895,"[10069, 277, 38942, 821, 3098, 8, 437, 181, 6899]","[77304, 831872, 1, 36697, 1923838, 1, 12138, 0, 1, 280009, 22627]","[24493, 196862, 4117]",1999
309886,"[567353, 3, 181, 752, 8, 89798, 1301, 7292]","[1842, 3334, 784250, 1, 1397, 0]","[24493, 196862, 4117]",1999
309883,"[33069, 269, 26067, 10, 1400, 4, 719]","[47836, 0]","[24493, 196862, 4117]",1999
309878,"[120480, 3, 28401, 6, 933, 4, 4827, 5, 2288, 25535, 19498, 8, 17229, 181, 883]","[5446, 1553, 1, 9539, 1440762]","[24493, 196862, 4117]",1999
310062,"[1076, 18, 3, 4371, 8997, 25617, 18, 1935, 883, 15, 0, 14]","[6297, 1477, 140054, 1, 19796, 0, 109933]","[24493, 196862, 4117]",1999
310061,"[33069, 32255, 8, 181, 353, 10, 7467, 20, 0]","[157331, 24093]","[24493, 196862, 4117]",1999
310060,"[368072, 25535, 32255, 8, 0]","[5296, 22720, 1, 6218, 5650, 1, 23616, 388641, 1, 4626, 0]","[24493, 196862, 4117]",1999
309897,"[33069, 5575, 6, 439966, 4, 10429, 336, 1952]","[1692, 904847, 1, 1692, 303030, 1, 1842, 0]","[24493, 196862, 4117]",1999
277955,"[25604, 2664]","[1402, 1692, 33740]","[682, 1761, 18, 1102, 6, 1568]",1995
277954,"[25604, 855]","[5020, 1397, 28712]","[682, 1761, 18, 1102, 6, 1568]",1995
278247,"[10053, 1460, 2042, 4, 18913, 12741, 12, 49377, 235321]","[137640, 138987, 1, 411, 31672, 1, 37551, 0]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1997
278246,"[5496, 428, 20, 914, 939, 221, 11229, 4, 1244]","[71836, 1931, 50332, 1, 5779, 2833, 2605, 26077, 1, 611971, 71131, 1, 1402, 1931, 28528, 1, 46370, 0]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1997
277632,"[59207, 1080, 5084, 5630, 1080, 12, 1058, 26067]","[4632, 196612, 1, 36644, 52927, 1, 646559, 0]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1998
277629,"[41043, 10580, 8, 0, 25, 15798, 120409, 1003970]","[114266, 244998, 1, 88382, 279206, 1, 3070, 3195, 282430, 1, 9035, 720547]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1998
277641,"[18896, 7, 2666, 6, 638, 722, 12, 1301, 7292, 4, 2439, 11139]","[1477, 46719, 1555618, 1, 936751, 72749, 1, 133467, 287332, 1, 1402, 25625]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1998
277639,"[874, 6581, 8, 3, 126499, 709, 10, 3, 0, 6339, 1196, 4, 3, 0, 254]","[759, 1377629, 1, 159578, 859101]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1998
276392,"[80, 3805, 6141, 6339, 254, 4556, 25, 1485677]","[46248, 13218, 1, 0, 17054, 1, 0, 18554]","[682, 1761, 18, 1102, 6, 1568]",1998
276391,"[176627, 21, 0, 10, 1935, 8487, 29, 427, 29, 6656, 3, 0]","[124789, 32576, 1, 197056, 597122, 1, 89638, 282726, 1, 134822, 926201]","[682, 1761, 18, 1102, 6, 1568]",1998
277628,"[338598, 561, 12990, 12, 17229, 20397]","[2078086, 17032, 1, 1244408, 356861, 1, 390820, 15258]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1998
277627,"[11851, 2430, 12, 6467, 20, 2177, 1941]","[3172, 1842, 317982]","[24493, 19841, 18, 5496, 1854, 15, 602094, 14]",1998
276388,"[0, 10, 7, 254, 13579, 12, 9736, 336, 7518]","[472249, 2426, 0, 1, 464039, 18608, 1, 0, 10732, 1, 20880, 2833, 70168, 1, 9942, 13797, 26077]","[682, 1761, 18, 1102, 6, 1568]",1998
276387,"[19438, 10, 40, 56613, 1604761, 1765, 254, 12, 21825, 1411]","[59042, 11776, 651, 1, 44184, 171810, 50931, 1, 27284, 5121, 4077, 1, 46606, 11776, 2007, 1, 1057382, 92296, 651, 1, 46606, 214493, 26167]","[682, 1761, 18, 1102, 6, 1568]",1998
276390,"[23, 29434, 709, 6106]","[37551, 156301, 1, 65135, 0, 1, 37551, 0]","[682, 1761, 18, 1102, 6, 1568]",1998
276389,"[0, 10, 40, 3340, 5441, 12, 1935, 5918, 4, 3101]","[0, 134163]","[682, 1761, 18, 1102, 6, 1568]",1998
276383,"[16815, 10, 6214, 2499, 4, 5952, 786, 20, 29798, 7785]","[4286, 0, 1, 3172, 1842, 317982, 1, 4626, 14315, 1, 1523, 2064284, 1, 444676, 48001, 1, 0, 48001, 1, 105404, 16177, 1, 11798, 42948]","[682, 1761, 18, 1102, 6, 1568]",1998
276384,"[0, 10, 40, 561, 1104, 25814, 1514]","[25868, 0, 1, 340127, 17374, 1, 3172, 1842, 317982]","[682, 1761, 18, 1102, 6, 1568]",1998
276385,"[372075, 0, 12, 3, 709, 10, 79, 19, 3016, 11, 79, 19, 87, 37]","[313436, 85152, 1, 64717, 0, 1, 48001, 516425]","[682, 1761, 18, 1102, 6, 1568]",1998
276386,"[23, 59838, 1935, 254, 0]","[3334, 80567, 1, 1477, 1222251, 1, 3334, 58079, 1, 2426, 1034376, 1, 4475, 324453]","[682, 1761, 18, 1102, 6, 1568]",1998
