id	bibtex_string
1474	"@article{WEICHENRIEDER2000,
	author = {WEICHENRIEDER, WILD, STRUB, CUSACK},
	doi = {10.1038/35041507},
	journal = {Nature [online]. November 2000, Â 6809, Â 167â173},
	title = {Structure and assembly of the Alu domain of the mammalian signal recognition particle},
	volume = {Â, 408, 10},
	year = {2000},
}
"
1475	"@article{Deneris2014,
	author = {Deneris, E. S., Hobert, O., Jun},
	journal = {899â907},
	number = {7},
	title = {Maintenance of postmitotic neuronal cell identity,â Nature Neuroscience},
	volume = {17},
	year = {2014},
}
"
1475	"@article{Deneris2014,
	author = {Deneris, Evan, S},
	doi = {10.1038/nn.3731},
	title = {Oliver Hobert. âMaintenance of postmitotic neuronal cell identityâ (, 17:7 Nature Neuroscience 899},
	year = {2014},
}
"
1475	"@article{Deneris,
	author = {Deneris, ES, Hobert, O},
	doi = {10.1038/nn.3731},
	journal = {Nature Neuroscience [Internet], 2014 June},
	number = {17, 7},
	pages = {907},
	title = {Maintenance of postmitotic neuronal cell identity},
	volume = {15},
}
"
1476	"@article{Alley1968,
	author = {Alley, R.A.},
	journal = {Metabolism},
	number = {2},
	pages = {104},
	title = {Indices during administration of T4 and T3 to euthyroid adults},
	volume = {17},
	year = {1968, 1968, 97â},
}
"
1476	"@article{Alley1968,
	author = {Alley, Crossref},
	journal = {â Metabolism 17.2},
	pages = {104},
	title = {Indices During Administration of T4 and T3 to Euthyroid Adults},
	year = {1968},
}
"
1477	"@article{Anon1984,
	author = {Anon. D. K. Smith Is},
	doi = {10.1175/1520-0477-65.11.1222},
	number = {11},
	pages = {1222, 1520, 11},
	title = {New Deputy Secretary-General of WMO. Bulletin of the American Meteorological Society},
	volume = {65},
	year = {1984},
}
"
1478	"@article{Unknown1878,
	doi = {10.1038/scientificamerican12071878-2441bsupp},
	volume = {6},
	year = {1878, 2441â},
}
"
1479	"@article{Unknown2007,
	journal = {Building Trustworthy Semantic Webs. (Dec},
	pages = {2007, 344},
	year = {2007, 343â},
}
"
1479	"@article{Unknown2007,
	journal = {Building Trustworthy Semantic Webs, 343â344.},
	year = {2007},
}
"
1479	"@article{Anon,
	author = {Anon},
	doi = {10.1201/9781420013221.bmatt},
	journal = {2007 December},
	pages = {344},
	volume = {5},
}
"
1479	"@article{Bibliography2007,
	author = {Bibliography.},
	doi = {10.1201/9781420013221.bmatt},
	journal = {Building Trustworthy Semantic Webs, 343â344. doi:10},
	year = {2007},
}
"
1479	"@article{Bibliography2007,
	author = {Bibliography},
	doi = {10.1201/9781420013221.bmatt},
	journal = {Building Trustworthy Semantic Webs},
	volume = {10},
	year = {2007},
}
"
1480	"@article{Chrobok1997,
	author = {Chrobok, V.},
	doi = {10.1007/bf02630750},
	journal = {âTemporal Bone Findings in Trisomy 18 and 21 Syndromes.â European Archives of Oto-rhino-laryngology 254, no. 1 (February},
	year = {1997},
}
"
1481	"@article{Fwa2002,
	author = {Fwa, T. F., Chan, Sim, Y. P., Optimal Vertical},
	journal = {Journal of Transportation Engineering},
	pages = {402},
	title = {Alignment Analysis for Highway Design},
	volume = {128},
	year = {2002},
}
"
1481	"@article{Fwa2002,
	author = {Fwa, T.F.},
	journal = {Journal of Transportation Engineering},
	number = {5},
	pages = {402},
	title = {Optimal Vertical Alignment Analysis for Highway Design},
	volume = {128},
	year = {2002, 2002, 395â},
}
"
1481	"@article{FwaSeptember 2002,
	author = {Fwa, T. F., Chan, W. T., Sim, Y. P.},
	doi = {10.1061/(asce)0733-947x(2002)128:5(395},
	journal = {Journal of Transportation Engineering},
	number = {5, 5, 395},
	pages = {0733--947x},
	title = {Optimal Vertical Alignment Analysis for Highway Design},
	volume = {128, 10, 128},
	year = {September 2002, 2002},
}
"
1482	"@article{Ho2006,
	author = {Ho},
	journal = {(Dec},
	title = {N-(Triphenylphosphonio)amines. Fieser and Fieserâs Reagents for Organic Synthesis},
	year = {2006, 2006},
}
"
1482	"@article{Ho2006,
	author = {Ho, T.-L., Fieser, M., and Fieser L.},
	title = {Triphenylphosphonio)amines,â Fieser and Fieserâs Reagents for Organic Synthesis},
	year = {2006},
}
"
1483	"@article{Garlatti2002,
	author = {Garlatti, Robert, Barouki, Retrieved},
	doi = {10.1051/medsci/2002185585},
	journal = {â mÃ©decine/sciences 18(5):585â94},
	title = {âLe Stress Du RÃ©ticulum Endoplasmiqueâ¯: Adaptation et ToxicitÃ©},
	year = {2002},
}
"
1483	"@article{GARLATTI2002,
	author = {GARLATTI},
	doi = {10.1051/medsci/2002185585},
	journal = {May, Â 5, Â 585â594},
	title = {MichÃ¨le, Le stress du rÃ©ticulum endoplasmiqueâ¯: adaptation et toxicitÃ©},
	volume = {Â, 18, 10},
	year = {2002, 2002},
}
"
1483	"@article{Garlatti2002,
	author = {Garlatti},
	doi = {10.1051/medsci/2002185585},
	journal = {MÃ©decine/sciences 18, no. 5 (May},
	title = {Le Stress Du RÃ©ticulum Endoplasmiqueâ¯: Adaptation et ToxicitÃ©},
	volume = {10},
	year = {2002},
}
"
1483	"@article{Garlatti2002,
	author = {Garlatti, M., Barouki, R.},
	journal = {mÃ©decine/sciences},
	pages = {594},
	title = {Le Stress Du RÃ©ticulum Endoplasmiqueâ¯: Adaptation et ToxicitÃ©},
	volume = {18},
	year = {2002},
}
"
1484	"@article{Petry,
	author = {Petry, Frederic E., Roy, Ladner},
	doi = {10.1007/978-1-4020-6438-8\_11},
	pages = {4020, 11},
	title = {Indexing Implementation for Vague Spatial Regions with R-Trees and Grid Files.â NATO Science for Peace and Security Series C: Environmental Security (n},
	volume = {10},
}
"
1484	"@article{Petry,
	author = {Petry, Frederic E., Roy, Ladner},
	doi = {10.1007/978-1-4020-6438-8\_11},
	pages = {4020, 11},
	title = {Indexing Implementation for Vague Spatial Regions with R-Trees and Grid Files.â NATO Science for Peace and Security Series C: Environmental Security (n},
}
"
1484	"@article{Petry187â,
	author = {Petry, Frederic E., Roy, Ladner},
	doi = {10.1007/978-1-4020-6438-8\_11},
	pages = {4020, 11},
	title = {Indexing Implementation for Vague Spatial Regions with R-Trees and Grid Filesâ, NATO Science for Peace},
	year = {187â},
}
"
1485	"@article{SIMSON2017,
	author = {SIMSON, R, PLANNER, A, ALEXANDER, Burkittâ, Adult},
	doi = {10.1308/rcsann.2017.0105},
	journal = {The Annals of The Royal College of Surgeons of England [online]. September 2017, Â 7, Â e206âe208. DOIÂ 10},
	title = {s lymphoma presenting as intussusception: first UK case report},
	volume = {Â, 99},
	year = {2017, 2017, 2017},
}
"
1485	"@article{SimsonSeptember 2017,
	author = {Simson, R},
	doi = {10.1308/rcsann.2017.0105},
	journal = {First UK Case Report.â The Annals of The Royal College of Surgeons of England},
	number = {7},
	title = {and Roderick Alexander. âAdult Burkittâs Lymphoma Presenting as Intussusception:, : e206âe208},
	volume = {99, 10, 0105},
	year = {September 2017, 2017},
}
"
1485	"@article{Simson2017,
	author = {Simson, R., Planner, A., Alexander, R., Adult},
	journal = {First UK Case Report. The Annals of The Royal College of Surgeons of England},
	pages = {e208},
	title = {Burkittâs Lymphoma Presenting as Intussusception:},
	volume = {99},
	year = {2017},
}
"
1485	"@article{Simson2017,
	author = {Simson, R, Crossref},
	journal = {First UK Case Report.â The Annals of The Royal College of Surgeons of England 99.7},
	title = {and Roderick Alexander. âAdult Burkittâs Lymphoma Presenting as Intussusception:, : e206âe208},
	year = {2017},
}
"
1486	"@proceedings{CHEN2010,
	author = {CHEN, PAN, CHEN, JI, CHEN, PENG},
	doi = {10.1117/12.869620},
	journal = {2010 International Conference on Display and Photonics [online]. 13 July},
	title = {Wavelengths combination optimization for NIRS analysis of soil organic matter},
	volume = {10},
	year = {2010, 2010},
}
"
1486	"@proceedings{Chen2010,
	author = {Chen, Wu},
	doi = {10.1117/12.869620},
	journal = {2010 International Conference on Display and Photonics (July},
	title = {Wavelengths Combination Optimization for NIRS Analysis of Soil Organic Matter},
	volume = {13},
	year = {2010},
}
"
1486	"@proceedings{Chen2010,
	author = {Chen},
	journal = {Yanwen Wu, 2010 International Conference on Display and Photonics},
	title = {Wavelengths Combination Optimization for NIRS Analysis of Soil Organic Matter, : n. pag},
	year = {2010},
}
"
1486	"@proceedings{Chen2010,
	author = {Chen, H., Pan, T., Chen, J., Ji, Q., Chen, W., Peng, A.},
	journal = {2010 International Conference on Display and Photonics},
	title = {and, Wavelengths combination optimization for NIRS analysis of soil organic matter},
	year = {2010},
}
"
1486	"@proceedings{Chen2010,
	author = {Chen},
	doi = {10.1117/12.869620},
	journal = {Wavelengths Combination Optimization for NIRS Analysis of Soil Organic Matterâ, by Yanwen Wu},
	year = {2010},
}
"
1487	"@article{Zhang2014,
	author = {Zhang, K., Dai, Y., Zhang, X., Xiao, Y.},
	journal = {Dyes and Pigments},
	pages = {5},
	title = {Synthesis and Photophysical Properties of Three Ladder-Type Chromophores with Large and Rigid Conjugation Structures},
	volume = {102},
	year = {2014},
}
"
1487	"@article{Zhang2014,
	author = {Zhang, K, Dai, Y, Zhang, X, Xiao, Y.},
	doi = {10.1016/j.dyepig.2013.10.030},
	journal = {Dyes and Pigments},
	title = {Synthesis and photophysical properties of three ladder-type chromophores with large and rigid conjugation structures},
	volume = {102, 10, 10},
	year = {2014, 2013},
}
"
1487	"@article{Zhang2014,
	author = {Zhang, K., (Mar},
	journal = {Dyes and Pigments},
	pages = {5},
	title = {Synthesis and photophysical properties of three ladder-type chromophores with large and rigid conjugation structures},
	volume = {102},
	year = {2014, 2014, 1â},
}
"
1487	"@article{Zhang2013,
	author = {Zhang, K, Dai, Y, Zhang, X, Xiao, Y.},
	doi = {10.1016/j.dyepig.2013.10.030},
	journal = {Dyes and Pigments [Internet], 2014 March;102:1â5},
	title = {Synthesis and photophysical properties of three ladder-type chromophores with large and rigid conjugation structures},
	volume = {10},
	year = {2013},
}
"
1487	"@article{Zhang2014,
	author = {Zhang, K., Dai, Y., Zhang, X., Xiao, Y.},
	doi = {10.1016/j.dyepig.2013.10.030},
	journal = {Dyes and Pigments},
	title = {Synthesis and photophysical properties of three ladder-type chromophores with large and rigid conjugation structures},
	volume = {102, 10, 10},
	year = {2014, 2013},
}
"
1488	"@article{Reports2006,
	author = {Reports, Annuall},
	doi = {10.1525/phr.2007.76.4.623},
	journal = {623â632. DOI 10},
	number = {4},
	pages = {623},
	volume = {76, 76, 76},
	year = {2006, 2007, 2007, 2007},
}
"
1488	"@article{Reports2006,
	author = {Reports, Annual},
	doi = {10.1525/phr.2007.76.4.623},
	number = {4},
	volume = {76, 10, 76},
	year = {2006, 2007, 2007},
}
"
1489	"@article{Issa,
	author = {Issa, J, Andrews, PR, Iskander, MN, Reissa, JA. A Convenient, Synthesis of Î, Acid},
	doi = {10.1080/00397919508011760},
	journal = {Synthetic Communications [Internet]},
	number = {10},
	pages = {1494},
	volume = {25},
}
"
1489	"@article{Issa1995,
	author = {Issa, J., Andrews, P. R., Iskander, M. N., Reissa, J. A., Acid},
	journal = {Synthetic Communications, 1489â1494},
	number = {10},
	volume = {25},
	year = {1995},
}
"
1490	"@proceedings{Fletcher2014,
	author = {Fletcher},
	doi = {10.1145/2661172.2661189},
	journal = {Proceedings of the 2014 ACM SIGUCCS Annual Conference on User Services Conference - SIGUCCS â14},
	title = {My Life as an Information Technology Sous Chef},
	volume = {10},
	year = {2014},
}
"
1491	"@article{Elkins1994,
	author = {Elkins, RE},
	doi = {10.1177/009182969402200202},
	journal = {Missiology: An International Review},
	number = {2},
	title = {Conversion or Acculturation? A Study of Culture Change and Its Effect on Evangelism in Mindanao Indigenous Societies},
	volume = {22, 10},
	year = {1994},
}
"
1491	"@article{Elkins1994,
	author = {Elkins, Crossref},
	journal = {Missiology: An International Review 22.2},
	pages = {176},
	title = {Conversion or Acculturation? A Study of Culture Change and Its Effect on Evangelism in Mindanao Indigenous Societies},
	year = {1994},
}
"
1491	"@article{Elkins1994,
	author = {Elkins, RE},
	doi = {10.1177/009182969402200202},
	journal = {Missiology: An International Review [Internet]},
	number = {2},
	pages = {176},
	title = {Conversion or Acculturation? A Study of Culture Change and Its Effect on Evangelism in Mindanao Indigenous Societies},
	volume = {22},
	year = {1994},
}
"
1491	"@article{Elkins1994,
	author = {Elkins, R. E.},
	journal = {Missiology: An International Review},
	pages = {176},
	title = {Conversion or Acculturation? A Study of Culture Change and Its Effect on Evangelism in Mindanao Indigenous Societies},
	volume = {22},
	year = {1994},
}
"
1492	"@article{Levin2003,
	author = {Levin, M. N., Postnikov, V. V., Yu, M., Kostsov, A. M.},
	doi = {10.1134/1.1562244},
	journal = {Influence of Weak Pulsed Magnetic Fields on Triglycine Sulfate Crystalsâ, Physics of the Solid State},
	title = {Palagin, and},
	volume = {45},
	year = {2003, 542â},
}
"
1493	"@article{Anon1997,
	author = {Anon, Retrieved},
	doi = {10.1016/s0140-6701(97)89806-2},
	journal = {â Fuel and Energy Abstracts},
	number = {1, 97},
	pages = {3, 89806--2},
	title = {Stages of the Thermal Degradation of Coals According to DTA Data},
	volume = {97, 38, 6701},
	year = {1997},
}
"
1494	"@article{Melander1962,
	author = {Melander, L., Jul},
	journal = {Journal of Chemical Education},
	number = {7},
	pages = {343},
	title = {Coulomb and resonance integrals in molecular orbital theory},
	volume = {39},
	year = {1962},
}
"
1494	"@article{MELANDER1962,
	author = {MELANDER},
	doi = {10.1021/ed039p343},
	journal = {Journal of Chemical Education [online]. July 1962, Â 7, Â 343},
	title = {Coulomb and resonance integrals in molecular orbital theory},
	volume = {Â, 39, 10},
	year = {1962},
}
"
1494	"@article{Melander1962,
	author = {Melander, L.},
	journal = {Journal of Chemical Education},
	pages = {343},
	title = {Coulomb and Resonance Integrals in Molecular Orbital Theory},
	volume = {39},
	year = {1962},
}
"
1494	"@article{Melander1962,
	author = {Melander},
	doi = {10.1021/ed039p343},
	journal = {Journal of Chemical Education, 7 (July},
	pages = {343},
	title = {Coulomb and Resonance Integrals in Molecular Orbital Theory},
	volume = {39},
	year = {1962},
}
"
1494	"@article{Unknown1962,
	doi = {10.1021/ed039p343},
	journal = {Journal of Chemical Education [Internet]},
	number = {7},
	pages = {343},
	title = {Coulomb and resonance integrals in molecular orbital theory},
	volume = {39},
	year = {1962},
}
"
1495	"@article{JonesJune 1971,
	author = {Jones, David W., Carlyle, A., Glean},
	doi = {10.1080/00086495.1971.11829074},
	journal = {The English-Speaking Communities of Honduras & Nicaragua.â Caribbean Quarterly},
	number = {2},
	volume = {17, 10, 11829074},
	year = {June 1971, 1971},
}
"
1495	"@article{Jones1971,
	author = {Jones, David W., Carlyle, A., Glean, Retrieved},
	doi = {10.1080/00086495.1971.11829074},
	journal = {Caribbean Quarterly},
	number = {2},
	pages = {61},
	title = {âThe English-Speaking Communities of Honduras & Nicaragua},
	volume = {17, 11829074},
	year = {1971, 1971},
}
"
1495	"@article{Jones1971,
	author = {Jones, D. W., The, C. A.},
	journal = {Communities of Honduras & Nicaragua. Caribbean Quarterly},
	pages = {61},
	volume = {17},
	year = {1971},
}
"
1495	"@article{Jones1971,
	author = {Jones, DW, Glean, CA},
	doi = {10.1080/00086495.1971.11829074},
	number = {2},
	pages = {61},
	title = {The English-speaking Communities of Honduras & Nicaragua},
	volume = {17},
	year = {1971, 1971},
}
"
1496	"@article{Earle2017,
	author = {Earle, Crossref},
	journal = {Eighteenth-Century Studies 51.2},
	pages = {162},
	title = {Promoting Potatoes in Eighteenth-Century Europe},
	year = {2017},
}
"
1496	"@article{Earle2017,
	author = {Earle, Retrieved},
	doi = {10.1353/ecs.2017.0057},
	journal = {Eighteenth-Century Studies},
	number = {2},
	pages = {62},
	title = {âPromoting Potatoes in Eighteenth-Century Europe},
	volume = {51, 0057},
	year = {2017, 2017},
}
"
1496	"@article{Earle2017,
	author = {Earle},
	doi = {10.1353/ecs.2017.0057},
	journal = {Eighteenth-Century Studies},
	number = {2},
	title = {Promoting Potatoes in Eighteenth-Century Europe},
	volume = {51, 0057},
	year = {2017, 2017},
}
"
1497	"@article{Smith2018,
	author = {Smith, J., Connell, P., Evans, R. H., Gellene, A. G., Howard, M. D. A., Jones, B. H., Kaveggia, S., Palmer, L., Schnetzer, A., Seegers, B. N., Seubert, E. L., Tatters, A. O., Caron, D. A.},
	journal = {87â104.},
	title = {A decade and a half of Pseudo-nitzschia spp. and domoic acid along the coast of southern California},
	volume = {79},
	year = {2018},
}
"
1498	"@proceedings{Oâ2017,
	author = {Oâ, M.},
	journal = {Conference on Lasers and Electro-Optics},
	title = {Progress of Digital Coherent Optical Communication Systems},
	year = {2017},
}
"
1498	"@proceedings{Oâ2017,
	author = {Oâ, M., Electro-Optics},
	doi = {10.1364/cleo\_si.2017.stu3m.5},
	year = {2017, 2017, stu3m},
}
"
1499	"@article{Unknown1992,
	author = {24, JNCI},
	doi = {10.1093/jnci/84.24.1943-a},
	journal = {: Journal of the National Cancer Institute},
	volume = {84},
	year = {1992, 1943},
}
"
1499	"@article{Employment1992,
	author = {Employment},
	doi = {10.1093/jnci/84.24.1943-a},
	journal = {JNCI: Journal of the National Cancer Institute [online], Â 24, Â 1943â},
	title = {-a},
	volume = {84, 10},
	year = {1992, 1945},
}
"
1501	"@article{Jackson,
	author = {Jackson, W.},
	journal = {Vertebrate Pest Control and Management Materials, 5â5â6.},
	title = {Use of Burrows for Evaluating Rodenticide Efficacy in Urban Areas},
}
"
1501	"@article{Jackson,
	author = {Jackson, W.},
	doi = {10.1520/stp34954s},
	journal = {Vertebrate Pest Control and Management Materials.5â5â6},
	title = {Use of Burrows for Evaluating Rodenticide Efficacy in Urban Areas},
	volume = {10},
}
"
1502	"@article{Miller1978,
	author = {Miller, D.M., Crossref},
	journal = {â Cell 14.3},
	pages = {521},
	title = {âActive Conformation of the Globin Genes in Uninduced and Induced Mouse Erythroleukemia Cells},
	year = {1978},
}
"
1502	"@article{Miller1978,
	author = {Miller, D. M., Turner, P., Nienhuis, A. W., Axelrod, D. E., Gopalakrishnan, T. V., Retrieved},
	doi = {10.1016/0092-8674(78)90237-4},
	journal = {â Cell},
	number = {3, 78},
	pages = {21, 0092--8674, 90237--4},
	title = {âActive Conformation of the Globin Genes in Uninduced and Induced Mouse Erythroleukemia Cells},
	volume = {14},
	year = {1978},
}
"
1502	"@article{Miller1978,
	author = {Miller, DM, Turner, P, Nienhuis, AW, Axelrod, DE, Gopalakrishnan, TV},
	doi = {10.1016/0092-8674(78)90237-4},
	journal = {Cell},
	number = {3, 78},
	pages = {0092--8674, 90237--4},
	title = {Active conformation of the globin genes in uninduced and induced mouse erythroleukemia cells},
	volume = {14, 10},
	year = {1978},
}
"
1502	"@article{MILLER1978,
	author = {MILLER, D.M., TURNER, NIENHUIS, P., AXELROD, A.W., D.E.},
	doi = {10.1016/0092-8674(78)90237-4},
	journal = {Cell [online]. July 1978, Â 3, Â 511â521},
	number = {78, 78},
	pages = {0092--8674, 90237--4, 0092--8674, 90237--4},
	title = {Active conformation of the globin genes in uninduced and induced mouse erythroleukemia cells},
	volume = {Â, 14, 10},
	year = {1978},
}
"
1502	"@article{Miller1978,
	author = {Miller, D.M., Turner, P., Nienhuis, A.W., Axelrod, D.E., Gopalakrishnan, T.V.},
	doi = {10.1016/0092-8674(78)90237-4},
	journal = {â Cell, 3 (July},
	number = {78},
	pages = {0092--8674, 90237--4},
	title = {Active Conformation of the Globin Genes in Uninduced and Induced Mouse Erythroleukemia Cells},
	volume = {14, 10},
	year = {1978},
}
"
1503	"@article{Balch1999,
	author = {Balch, David, M., Myers, Christine, Papotto, Retrieved},
	doi = {10.1037/0278-7393.25.1.70},
	journal = {Journal of Experimental Psychology: Learning, Memory, and Cognition},
	number = {1},
	pages = {83, 0278--7393},
	title = {âDimensions of Mood in Mood-Dependent Memory},
	volume = {25},
	year = {1999, 25},
}
"
1503	"@article{Balch1999,
	author = {Balch, David, M., Myers},
	doi = {10.1037/0278-7393.25.1.70},
	journal = {Journal of Experimental Psychology: Learning, Memory, and Cognition},
	number = {1},
	pages = {0278--7393},
	title = {Dimensions of Mood in Mood-Dependent Memory},
	volume = {25, 10},
	year = {1999, 25},
}
"
1503	"@article{BALCH1999,
	author = {BALCH, William, R., David, MYERS, M., PAPOTTO},
	doi = {10.1037/0278-7393.25.1.70},
	journal = {Journal of Experimental Psychology: Learning, Â 1, Â 70â83. DOIÂ 10.1037/0278-7393.25.1},
	pages = {0278--7393, 70},
	title = {Dimensions of mood in mood-dependent memory},
	volume = {Â, 25},
	year = {1999, 1999, 25},
}
"
1503	"@article{Balch1999,
	author = {Balch, William, R, David, M Myers},
	doi = {10.1037/0278-7393.25.1.70},
	journal = {â},
	pages = {0278--7393},
	title = {Christine Papotto. âDimensions of mood in mood-dependent memory, 25:1 Journal of Experimental Psychology: Learning, Memory},
	year = {1999, 25},
}
"
1504	"@article{Costa2007,
	author = {Costa, J., Miguel, M. Manuela, Chaves, Retrieved},
	doi = {10.1111/j.1672-9072.2007.00556.x},
	journal = {Journal of Integrative Plant Biology},
	number = {10},
	pages = {34, 9072},
	title = {âDeficit Irrigation as a Strategy to Save Water: Physiology and Potential Application to Horticulture},
	volume = {49, 00556},
	year = {2007, 2007},
}
"
1505	"@article{Chang2015,
	author = {Chang, H.-H., Chen, I.-M., Chen, Hsu, Lin, S.-M., Chen, Y.-H.},
	doi = {10.1016/j.jcma.2015.02.003},
	journal = {Journal of the Chinese Medical Association},
	number = {6},
	title = {Comparison of balloon-expandable valves versus self-expandable valves in high-risk patients undergoing transcatheter aortic valve replacement for severe aortic stenosis},
	volume = {78, 10, 02},
	year = {2015, 2015},
}
"
1505	"@article{ChangH2015,
	author = {Chang H-H, Chen, I-M, P-L, Hsu, T-L, Lin, S-M, Chen, Y},
	doi = {10.1016/j.jcma.2015.02.003},
	journal = {Journal of the Chinese Medical Association},
	number = {1, 6},
	title = {Chen, Comparison of balloon-expandable valves versus self-expandable valves in high-risk patients undergoing transcatheter aortic valve replacement for severe aortic stenosis},
	volume = {78, 10, 02},
	year = {2015, 2015},
}
"
1505	"@article{Chang2015,
	author = {Chang, -H.; Chen, I.-M., Chen, Hsu, Lin, S.-M., Chen, Y.-H.},
	journal = {Journal of the Chinese Medical Association},
	pages = {338},
	title = {Comparison of Balloon-Expandable Valves Versus Self-Expandable Valves in High-Risk Patients Undergoing Transcatheter Aortic Valve Replacement for Severe Aortic Stenosis},
	volume = {78},
	year = {2015},
}
"
1506	"@article{AN1983,
	author = {AN, GAYLER},
	doi = {10.1177/0002716283469001002},
	journal = {The ANNALS of the American Academy of Political and Social Science},
	number = {1},
	title = {Opposition to Nuclear Armament},
	volume = {469, 10},
	year = {1983},
}
"
1506	"@article{GAYLERSeptember 1983,
	author = {GAYLER},
	doi = {10.1177/0002716283469001002},
	journal = {The ANNALS of the American Academy of Political and Social Science},
	number = {1},
	volume = {469},
	year = {September 1983},
}
"
1506	"@article{A1983,
	author = {A. N. GAYLER, Sep},
	journal = {The ANNALS of the American Academy of Political and Social Science, 11â22},
	number = {1},
	volume = {469},
	year = {1983},
}
"
1506	"@article{ADMIRAL1983,
	author = {ADMIRAL, GAYLER, NOEL},
	doi = {10.1177/0002716283469001002},
	journal = {The ANNALS of the American Academy of Political and Social Science [online]. September 1983, Â 1, Â 11â22},
	volume = {Â, 469, 10},
	year = {1983},
}
"
1507	"@article{Yuan2007,
	author = {Yuan, Jian, Sun, Heung-Yeung Shum, Retrieved},
	doi = {10.1145/1276377.1276379},
	journal = {â ACM Transactions on Graphics},
	number = {3},
	pages = {1},
	title = {âImage Deblurring with Blurred/noisy Image Pairs},
	volume = {26},
	year = {2007},
}
"
1507	"@article{Yuan2007,
	author = {Yuan, L, Sun, J, Quan, L, Shum, H},
	doi = {10.1145/1276377.1276379},
	journal = {ACM Transactions on Graphics},
	number = {3},
	title = {Image deblurring with blurred/noisy image pairs},
	volume = {26, 10},
	year = {2007},
}
"
1507	"@article{Yuan2007,
	author = {Yuan, Jian, Sun, Heung-Yeung Shum},
	doi = {10.1145/1276377.1276379},
	journal = {â ACM Transactions on Graphics 26, no. 3 (July},
	title = {Image Deblurring with Blurred/noisy Image Pairs, 1},
	volume = {29, 10},
	year = {2007},
}
"
1508	"@article{Levings2004,
	author = {Levings, M. K.},
	doi = {10.1182/blood-2004-03-1211},
	journal = {Blood, -03-1211},
	number = {3},
	title = {Differentiation of Tr1 cells by immature dendritic cells requires IL-10 but not CD25+CD4+ Tr cells},
	volume = {105, 10},
	year = {2004},
}
"
1509	"@article{Unknown,
	doi = {10.4200/jjhg1948.52.623},
	journal = {Japanese Journal of Human Geography [online], Â 6, Â 623â625. DOIÂ 10.4200/jjhg1948.52, org/10.4200/jjhg1948.52.623},
	volume = {52},
}
"
1509	"@article{Unknown2000,
	journal = {Japanese Journal of Human Geography},
	number = {6},
	pages = {2000, 625},
	volume = {52},
	year = {2000, 623â},
}
"
1509	"@article{Unknown2000,
	doi = {10.4200/jjhg1948.52.623},
	journal = {Japanese Journal of Human Geography},
	number = {6},
	pages = {52},
	volume = {52, 10},
	year = {2000},
}
"
1510	"@proceedings{Shadmi1988,
	author = {Shadmi, Y.},
	doi = {10.1063/1.37563},
	journal = {AIP Conference Proceedings. doi:10.1063/1},
	title = {A few remarks on teacher training},
	year = {1988},
}
"
1510	"@proceedings{Shadmi1988,
	author = {Shadmi, Y.},
	journal = {â AIP Conference Proceedings},
	title = {A few remarks on teacher training},
	year = {1988},
}
"
1510	"@proceedings{SHADMI1988,
	author = {SHADMI},
	doi = {10.1063/1.37563},
	journal = {AIP Conference Proceedings [online]},
	title = {A few remarks on teacher training},
	volume = {10},
	year = {1988, 1988},
}
"
1510	"@proceedings{Shadmi1988,
	author = {Shadmi, Y.},
	title = {A Few Remarks on Teacher Training},
	year = {1988},
}
"
1510	"@proceedings{Shadmi1988,
	author = {Shadmi},
	doi = {10.1063/1.37563},
	title = {A few remarks on teacher trainingâ (},
	year = {1988},
}
"
1511	"@proceedings{Kadima2010,
	author = {Kadima},
	doi = {10.1109/socpar.2010.5685957},
	journal = {2010 International Conference of Soft Computing and Pattern Recognition (December},
	title = {Toward Ontology-Based Personalization of a Recommender System in Social Network},
	volume = {10, 5685957},
	year = {2010, 2010},
}
"
1511	"@proceedings{KADIMA2010,
	author = {KADIMA, MALEK},
	doi = {10.1109/socpar.2010.5685957},
	journal = {2010 International Conference of Soft Computing and Pattern Recognition [online]. December},
	title = {Toward ontology-based personalization of a recommender system in social network},
	year = {2010, 2010, 2010, 2010},
}
"
1511	"@proceedings{Kadima2010,
	author = {Kadima, H, Malek, M.},
	doi = {10.1109/socpar.2010.5685957},
	journal = {2010 International Conference of Soft Computing and Pattern Recognition [Internet]},
	title = {Toward ontology-based personalization of a recommender system in social network},
	year = {2010, 2010},
}
"
1511	"@proceedings{Kadima2010,
	author = {Kadima, H., Malek, M.},
	doi = {10.1109/socpar.2010.5685957},
	journal = {2010 International Conference of Soft Computing and Pattern Recognition. doi:10},
	title = {Toward ontology-based personalization of a recommender system in social network},
	year = {2010, 2010},
}
"
1511	"@proceedings{Kadima2010,
	author = {Kadima, H., Malek, M.},
	journal = {2010 International Conference of Soft Computing and Pattern Recognition},
	title = {Toward ontology-based personalization of a recommender system in social network},
	year = {2010},
}
"
1512	"@article{Muramatsu2012,
	author = {Muramatsu, K, Ihara, K, Miyoshi, T, Yoshida, K, Iwanaga, R, Hashimoto, T, Taguchi, T.},
	doi = {10.1016/j.suronc.2011.12.004},
	journal = {Surgical Oncology [Internet]},
	number = {3},
	pages = {229},
	title = {Stimulation of neo-angiogenesis by combined use of irradiated and vascularized living bone graft for oncological reconstruction},
	volume = {21, 12},
	year = {2012, 2011},
}
"
